Nazwa,Lokalizacja,Paliwo,Rok,Cena,Przebieg,Pojemnosc,marka,model
Audi A4 35 TFSI mHEV S Line S tronic,Łódź,Benzyna,2022,168900,5641,1984,Audi,A4
Nissan Juke 1.6 DIG-T Nismo RS,Grodzisk Mazowiecki,Benzyna,2016,62499,114000,1618,Nissan,Juke
Hyundai Santa Fe 1.6 T-GDI HEV Executive 4WD,Toruń,Benzyna,2023,227792,1,1598,Hyundai,0
Alfa Romeo GT 1.8TS Impression,Kutno,Benzyna,2006,12900,215000,1747,Alfa Romeo,0
Volkswagen Touran 1.9 TDI Conceptline,Ostrów Mazowiecka,Diesel,2006,16900,250000,1896,Volkswagen,Touran
Audi TT,Berezka,Benzyna,2001,27500,230739,1781,Audi,TT
MINI Countryman,Kraków,Benzyna,2022,142900,10000,1499,MINI,0
Seat Altea XL 1.6 Audience,Ostrów Mazowiecka,Benzyna,2009,19900,190000,1595,Seat,Altea
Volkswagen Tiguan Allspace 2.0 TDI 4Mot SCR Highline DSG 7os,Kraków,Diesel,2019,171900,81400,1968,Volkswagen,Tiguan
Alfa Romeo 147 1.6 T.S Distinctive,Kępno,Benzyna,2006,8500,137000,1598,Alfa Romeo,0
Skoda Superb 2.0 TDI L&K DSG,Tomaszów Lubelski,Diesel,2015,81000,273000,1968,Skoda,Superb
Kia Sportage 1.7 CRDI Business Line M 2WD,Gliwice,Diesel,2016,79900,73000,1685,Kia,Sportage
Opel Omega 2.2 Elegance,Kraków,Benzyna,2003,4999,305200,2198,Opel,Omega
BMW Seria 3 320i M Sport,Katowice,Benzyna,2023,205820,1,1998,BMW,Seria 3
Opel Grandland X,Warszawa,Benzyna,2018,89900,67400,1199,Opel,0
Ford Mondeo 1.6 Titanium,Szczecin,Benzyna,2011,34000,117000,1596,Ford,Mondeo
Skoda Kodiaq 1.5 TSI ACT 4x2 Style DSG 7os,Zagorzyn,Benzyna,2022,147800,9789,1498,Skoda,Kodiaq
Mazda CX-3,Łódź,Benzyna,2018,69900,89924,1998,Mazda,CX-3
Audi A4 Avant 40 TDI S tronic S line,Tarczyn,Diesel,2019,109900,109000,1968,Audi,A4
Saab 900 900i 20-16,Warszawa,Benzyna,1990,35500,235000,1985,Saab,0
Citroën C5,Warszawa,Diesel,2014,27060,235000,1560,Citroën,C5
Volvo V60 D3 Momentum,Gostynin,Diesel,2013,34900,268000,1984,Volvo,V60
BMW Seria 7 740d xDrive,Drobin,Diesel,2012,83000,300000,2993,BMW,Seria 7
Ford Fiesta 1.4 TDCi Trend,Bydgoszcz,Diesel,2008,16900,129500,1399,Ford,Fiesta
Ford Focus,Lębork,Benzyna,2013,7400,191000,998,Ford,Focus
Ford C-MAX 1.8 TDCi Ghia,Krasieniec Stary,Diesel,2008,12000,298000,1753,Ford,C-MAX
Mercedes-Benz Klasa C 220 d 4MATIC 9G-TRONIC,Konstancin-Jeziorna,Diesel,2019,134899,124782,1950,Mercedes-Benz,0
Seat Leon 2.0 TDI DPF Start&Stop XCELLENCE,Stargard Szczeciński,Diesel,2018,70600,192292,1968,Seat,Leon
Skoda Superb 2.0 TDI 4x4 L&K DSG,Kraków,Diesel,2017,72000,185000,1968,Skoda,Superb
BMW X4 xDrive30d M Sport,Iława,Diesel,2014,104900,250784,2993,BMW,X4
BMW Seria 7 750i,Słupsk,Benzyna,1989,29900,198000,4988,BMW,Seria 7
Volkswagen Passat,Piaseczno,Benzyna,2019,104001,106230,1984,Volkswagen,Passat
Nissan 370 Z,Warszawa,Benzyna,2012,73900,148000,3696,Nissan,0
Volkswagen Caddy,Kamień Pomorski,Diesel,2012,25900,300000,1598,Volkswagen,Caddy
Volvo XC 90,Pabianice,Diesel,2016,165000,178000,1969,Volvo,0
Kia Sportage,Zagorzyn,Benzyna,2022,93500,30600,1598,Kia,Sportage
Seat Leon,Gdańsk,Benzyna,2020,109900,46000,1498,Seat,Leon
Kia Pro_cee'd ProCeed 1.6 T-GDI GT,Kraków,Benzyna,2021,99900,2430,1591,Kia,0
Citroën C1,Aleksandrów Łódzki,Benzyna,2008,13500,123800,998,Citroën,C1
Hyundai Kona,Łódź,Benzyna,2023,184900,30,1998,Hyundai,Kona
Volkswagen Golf VII 2.0 TDI BMT Comfortline EU6,Łuków,Diesel,2013,47000,148410,1968,Volkswagen,Golf
Mercedes-Benz Klasa A 200 CDI Avantgarde,Jelenia Góra,Diesel,2013,42900,229321,1991,Mercedes-Benz,0
MINI Cooper Standard,Bydgoszcz,Benzyna,2009,19500,144000,1598,MINI,0
BMW Seria 1 118i M Sport,Szczawnica,Benzyna,2021,139000,20690,1499,BMW,Seria 1
Opel Insignia 2.0 CDTI Edition ecoFLEX S&S,Sulechów,Diesel,2015,45900,159000,1956,Opel,Insignia
BMW Seria 5,Łupowo,Benzyna,2013,65900,223000,1997,BMW,Seria 5
Audi A8 4.2 FSI L Quattro,Raciąż,Benzyna,2012,89900,116612,4163,Audi,A8
Peugeot 3008 HDi FAP 110 Business-Line,Piła,Diesel,2010,24000,220738,1560,Peugeot,3008
Skoda Yeti 2.0 TDI DPF,Łódź,Diesel,2012,33000,254600,1968,Skoda,Yeti
Volkswagen Tiguan 2.0 TDI SCR (BlueMotion Technology) Comfortline,Kobysewo,Diesel,2017,72900,172000,1968,Volkswagen,Tiguan
Opel Corsa 1.4 16V Cosmo,Radom,Benzyna+LPG,2011,25900,100000,1398,Opel,Corsa
BMW Seria 5 525i,Inowrocław,Benzyna,2005,19950,248000,2497,BMW,Seria 5
Renault Espace 1.6 dCi Energy Initiale Paris EDC 7os,Busko-Zdrój,Diesel,2019,96900,136000,1598,Renault,Espace
Mercedes-Benz GL 500 4-Matic,Szczecin,Benzyna,2012,138999,301000,4663,Mercedes-Benz,0
Honda Jazz 1.2 S-X Cool,Lublin,Benzyna,2007,18900,89500,1246,Honda,Jazz
Opel Insignia 2.0 CDTI Elite S&S,Warszawa,Diesel,2019,65900,159770,1956,Opel,Insignia
Dodge RAM 1500 5.7 4x4,Ząbkowice Śląskie,Benzyna,2020,220000,116000,5654,Dodge,0
Fiat Punto 1.4 Easy S&S,Piotrków Trybunalski,Benzyna+LPG,2015,22500,232932,1368,Fiat,Punto
Jaguar F-Pace 3.0 TDV6 AWD Portfolio,Warszawa,Diesel,2018,197900,65000,2993,Jaguar,F-Pace
Mercedes-Benz Klasa E 200 T CDI DPF BlueEFFICIENCY Automatik Elegance,Poznań,Diesel,2010,42000,230000,2143,Mercedes-Benz,0
Opel Mokka X 1.6 CDTI Elite S&S,Wrocław,Diesel,2017,58900,140000,1598,Opel,Mokka
Mazda CX-5 2.0 Skyenergy 2WD,Łódź,Benzyna,2018,105900,45000,1998,Mazda,CX-5
Jeep Grand Cherokee Gr 3.6 V6 Overland,Białystok,Benzyna+LPG,2016,100245,167000,3604,Jeep,0
Ford Ranger 2.0 EcoBlue 4x4 DC Raptor,Warszawa,Diesel,2021,222500,2600,1995,Ford,Ranger
Volvo C40,Warszawa,Elektryczny,2022,259900,5350,1,Volvo,0
Kia Ceed Cee'd 1.4 Comfort +,Inowrocław,Benzyna,2011,19650,160000,1396,Kia,Ceed
Opel Astra IV 2.0 CDTI Cosmo,Bieruń,Diesel,2011,27500,191800,1956,Opel,Astra
Opel Zafira,Kąty Opolskie,Diesel,2014,47999,150000,1956,Opel,Zafira
Mercedes-Benz Klasa S 63 AMG L,Robakowo,Benzyna,2011,217900,53700,5461,Mercedes-Benz,0
BMW X3,Kąty Opolskie,Diesel,2008,34499,237800,1995,BMW,X3
BMW Seria 7 740i,Warszawa,Benzyna,1998,92000,47200,4398,BMW,Seria 7
Skoda Octavia,Kąty Opolskie,Diesel,2014,51999,209044,1968,Skoda,Octavia
Volvo V40 D2 Drive-E R-Design Momentum,Kąty Opolskie,Diesel,2015,51999,180400,1969,Volvo,V40
Opel Insignia,Kąty Opolskie,Diesel,2014,44999,185800,1956,Opel,Insignia
Toyota Corolla,Kąty Opolskie,Benzyna+LPG,2015,50999,132600,1598,Toyota,Corolla
Audi TT Coupe 1.8T Quattro,Piaseczno,Benzyna,1999,15000,236000,1781,Audi,TT
Kia Sportage 1.6 T-GDI M 2WD,Nowy Sącz,Benzyna,2022,109900,32400,1598,Kia,Sportage
Kia Sportage 1.6 T-GDI M 2WD,Nowy Sącz,Benzyna,2022,109900,26800,1598,Kia,Sportage
Kia Sportage 1.6 T-GDI M 2WD,Nowy Sącz,Benzyna,2022,109900,27890,1598,Kia,Sportage
BMW X4 xDrive28i xLine,Kraków,Benzyna,2015,103000,142000,1997,BMW,X4
Renault Grand Scenic,Radom,Benzyna,2011,29900,210000,1997,Renault,0
Hyundai Kona 1.0 T-GDI Advantage+,Gniezno,Benzyna,2019,73800,70000,998,Hyundai,Kona
Citroën Berlingo,Radom,Diesel,2012,31900,223000,1560,Citroën,Berlingo
Opel Astra,Radom,Diesel,2014,39900,236000,1598,Opel,Astra
Mazda MX-5 1.8 MZR Energy,Mikołów,Benzyna,2008,32900,162000,1798,Mazda,MX-5
Kia Sportage,Witkowo,Benzyna,2015,59900,133000,1591,Kia,Sportage
Volvo XC 90 T8 AWD Twin Engine Geartronic Inscription,Białystok,Hybryda,2020,259600,20300,1969,Volvo,0
Ford Focus,Skórzewo,Benzyna,2017,33000,140000,1499,Ford,Focus
Volkswagen Golf VI 1.2 TSI Comfortline,Wrocław,Benzyna,2012,26500,138000,1197,Volkswagen,Golf
BMW 3GT 320d,Działdowo,Diesel,2015,67500,233000,1995,BMW,0
Skoda Superb 2.0 TSI Sportline DSG,Łódź,Benzyna,2023,195250,1,1984,Skoda,Superb
Jeep Grand Cherokee Gr 5.7 V8 Summit,Białystok,Benzyna,2019,173600,69300,5654,Jeep,0
Volvo V60 T4 Momentum Pro,Nowa Wola,Benzyna,2020,136500,91250,1969,Volvo,V60
Peugeot 308 SW 1.2 PureTech GPF Active Pack S&S,Konstantynów Łódzki,Benzyna,2017,34800,206541,1199,Peugeot,308
Kia Pro_cee'd ProCeed 1.6 T-GDI GT DCT,Kraków,Benzyna,2019,116000,46000,1591,Kia,0
Skoda Octavia 1.6 TDI Active EU6,Sokołów,Diesel,2018,47900,138000,1598,Skoda,Octavia
Ford S-Max,Łódź,Diesel,2013,38000,244000,1997,Ford,0
Volkswagen Golf VII 1.4 TSI BMT Highline,Warszawa,Benzyna,2014,50430,156000,1395,Volkswagen,Golf
Hyundai Elantra 2.0 CRDi GLS,Środa Śląska,Diesel,2006,4900,284854,1991,Hyundai,Elantra
Opel Corsa 1.2 Elegance Business Pack S&S,Wojcieszyn,Benzyna,2022,61500,5460,1199,Opel,Corsa
Ford Focus 1.5 EcoBoost Start-Stopp-System VIGNALE,Legionowo,Benzyna,2018,78990,85900,1498,Ford,Focus
Renault Clio 1.2 16V Grandtour Expression,Świdnica,Benzyna,2009,16600,125000,1149,Renault,Clio
Honda CR-V 1.6i-DTEC Elegance Plus (ADAS / Connect+) / (2WD),Wrocław,Diesel,2016,75900,150000,1597,Honda,CR-V
BMW Seria 5,Stargard Szczeciński,Diesel,2007,27900,270000,2998,BMW,Seria 5
Jeep Grand Cherokee Gr 5.7 V8 Overland,Ostrołęka,Benzyna,2011,72000,190000,5654,Jeep,0
Jeep Compass 1.4 TMair Limited 4WD S&S,Swarzędz,Benzyna,2018,110000,45671,1368,Jeep,Compass
Mercedes-Benz Klasa E 53 AMG 4Matic AMG Speedshift 9G-MCT,Dolice,Benzyna,2020,101900,40000,2999,Mercedes-Benz,0
Toyota Camry,Szczecinek,Hybryda,2023,184000,1,2500,Toyota,Camry
Renault Talisman ENERGY dCi 130 EDC LIMITED,Popowo Kościelne,Diesel,2016,59900,151600,1598,Renault,Talisman
Seat Leon 1.5 EcoTSI Evo Full LED S&S,Bielsko-Biała,Benzyna,2019,67900,27600,1498,Seat,Leon
BMW Seria 3 320d M Sport,Oborniki Śląskie,Diesel,2019,162900,149800,1995,BMW,Seria 3
Jeep Renegade 1.6 MultiJet Longitude FWD S&S EU6,Szczecin,Diesel,2015,53900,129500,1598,Jeep,Renegade
Mercedes-Benz Klasa S 400 d 9G-TRONIC,Konin,Diesel,2018,229000,196000,2925,Mercedes-Benz,0
BMW M3 Coupe Drivelogic,Reszel,Benzyna,2008,199900,127000,3999,BMW,M3
Volkswagen Tiguan 2.0 TDI BMT SCR 4Mot Comfortline DSG,Bydgoszcz,Diesel,2018,109900,94458,1968,Volkswagen,Tiguan
Toyota Aygo X 1.0 VVT-i Style CVT,Wieliczka,Benzyna,2022,77700,2000,998,Toyota,Aygo
Ford Mondeo 1.5 EcoBoost Titanium,Elbląg,Benzyna,2018,68900,177000,1498,Ford,Mondeo
Lexus GS 450h Luxury Line,Ostrołęka,Hybryda,2015,120000,150000,3456,Lexus,0
Hyundai Bayon 1.0 T-GDI Executive DCT,Chorzów,Benzyna,2023,100170,1,998,Hyundai,0
Opel Astra V 1.6 CDTI Dynamic S&S,Mogilno,Diesel,2016,39900,186167,1598,Opel,Astra
BMW X5 4.0d xDrive,Długie,Diesel,2010,68900,328000,2993,BMW,X5
Opel Insignia 2.0 CDTI Active S&S,Białystok,Diesel,2013,34600,125000,1956,Opel,Insignia
Kia Sportage 1.6 GDI M 2WD,Białystok,Benzyna,2019,82900,62000,1591,Kia,Sportage
Audi A4 1.9 TDI Multitronic,Radom,Diesel,2004,14300,247500,1896,Audi,A4
Mercedes-Benz GLC 250 4-Matic,Biłgoraj,Benzyna,2018,169999,43000,1991,Mercedes-Benz,0
Opel Vectra 1.9 CDTI Cosmo,Bytom,Diesel,2008,16500,240000,1910,Opel,Vectra
Skoda Superb 2.0 TDI DSG Ambition,Ostrów Mazowiecka,Diesel,2012,39900,229000,1968,Skoda,Superb
Jeep Grand Cherokee Gr 3.0 CRD Overland Summit EU6,Bytom,Diesel,2015,123000,219000,2987,Jeep,0
Citroën C-Elysée 1.6 VTi Feel,Henryków Urocze,Benzyna,2018,38900,72600,1587,Citroën,0
Toyota Yaris 1.0 Active,Łódź,Benzyna,2019,43900,122000,998,Toyota,Yaris
Ford Focus 2.0 EcoBlue Titanium,Łódź,Diesel,2020,72900,173000,1997,Ford,Focus
Land Rover Range Rover Sport S 4.4 SD V8 AB Dynamic,Radom,Diesel,2015,189900,103000,4367,Rover,0
Renault Thalia,Skawina,Benzyna,2003,4000,54000,1390,Renault,Thalia
BMW X5 3.0d xDrive,Wąpielsk I,Diesel,2009,62500,292861,2993,BMW,X5
Ford Focus 1.0 EcoBoost Gold X (Edition),Częstochowa,Benzyna,2013,28900,110000,999,Ford,Focus
Lexus RX,Radom,Hybryda,2008,49900,201000,3321,Lexus,0
Volkswagen Golf V 1.9 TDI Comfortline,Łowicz,Diesel,2009,16500,196535,1896,Volkswagen,Golf
Mitsubishi ASX 1.6 ClearTec 2WD Active,Płock,Benzyna,2012,39900,165000,1590,Mitsubishi,ASX
Toyota Corolla,Czechowice-Dziedzice,Hybryda,2021,135900,7171,1986,Toyota,Corolla
BMW X6 30d xDrive,Jelenia Góra,Diesel,2010,39900,330000,2993,BMW,X6
Renault Megane 1.6 16V Limited,Babice,Benzyna+LPG,2015,41900,129600,1598,Renault,Megane
Nissan Juke,Ostrów Wielkopolski,Benzyna,2020,89900,23300,999,Nissan,Juke
Ford Mondeo 2.0 TDCi Titanium,Łódź,Diesel,2017,59900,176000,1997,Ford,Mondeo
Volkswagen T-Roc,Wolica,Benzyna,2023,174400,1,1498,Volkswagen,T-Roc
BMW Seria 3 318d,Ińsko,Diesel,2008,15900,293000,1995,BMW,Seria 3
Skoda Kodiaq 2.0 TDI 4x4 Style DSG,Łódź,Diesel,2017,129000,140000,1968,Skoda,Kodiaq
Nissan Qashqai 1.6 DCi 4 x 4 DPF Start/Stop tekna,Wrocław,Diesel,2012,35900,148400,1598,Nissan,Qashqai
BMW M2 Competition Coupe DKG,Poznań,Benzyna,2020,229000,59000,2979,BMW,0
Volkswagen Caddy 2.0 TDI Edition 35,Pelplin,Diesel,2015,48900,178000,1968,Volkswagen,Caddy
Skoda Octavia,Chełm,Benzyna,2018,55000,82000,999,Skoda,Octavia
Audi A4,Warszawa,Diesel,2017,85800,209000,1968,Audi,A4
Ford S-Max 2.0 TDCi DPF Trend,Bydgoszcz,Diesel,2013,35000,319400,1997,Ford,0
Skoda Fabia 1.0 Ambition,Sokołów,Benzyna+LPG,2016,35900,159000,999,Skoda,Fabia
Skoda Superb 1.5 TSI ACT Style,Sokołów,Benzyna,2019,89900,145000,1498,Skoda,Superb
Volkswagen Passat 1.5 TSI EVO Essence DSG,Sokołów,Benzyna,2020,93900,71000,1498,Volkswagen,Passat
Ford Focus,Fałkowo,Diesel,2010,17600,133015,1753,Ford,Focus
Opel Insignia 1.8,Płońsk,Benzyna,2011,30900,213000,1798,Opel,Insignia
Chrysler Pacifica,Poznań,Benzyna,2017,114500,105200,3600,Chrysler,0
Hyundai I30 1.0 T-GDI Smart,Zamość,Benzyna,2022,89900,3931,998,Smart,0
Skoda Scala 1.0 TSI Ambition,Płock,Benzyna,2019,61500,91606,999,Skoda,Scala
Mercedes-Benz Klasa C 250 d T 9G-TRONIC AMG Line,Rawicz,Diesel,2017,98500,179000,2143,Mercedes-Benz,0
Volkswagen ID.5,Wolica,Elektryczny,2023,247900,1,1591,Volkswagen,0
Hyundai Tucson 1.6 GDi Style 2WD,Mrągowo,Benzyna,2019,98900,73000,1998,Hyundai,Tucson
Renault Laguna,Wrocław,Benzyna,2008,37900,94440,1968,Renault,Laguna
Skoda Superb,Czechowice-Dziedzice,Diesel,2016,76400,143697,1199,Skoda,Superb
Opel Corsa 1.2 Elegance S&S,Kluczbork,Benzyna,2020,54800,12665,3498,Opel,Corsa
Mercedes-Benz CLK 350 Avantgarde,Warszawa,Benzyna,2006,53000,43345,1329,Mercedes-Benz,0
Toyota Auris,Gdynia,Benzyna,2013,30900,191000,1598,Toyota,Auris
Renault Arkana,Rzeszów,Hybryda,2022,140990,550,1364,Renault,0
Opel Combo 1.4 Twinport Edition,Biała,Benzyna,2009,15500,117000,1598,Opel,Combo
Volkswagen Touran 1.6 TDI BMT SCR Comfortline,Zielona Góra,Diesel,2018,32900,140800,1796,Volkswagen,Touran
Mercedes-Benz Klasa E 200 Kompressor Elegance,Kraków,Benzyna,2003,14700,264000,1968,Mercedes-Benz,0
Audi A5 Coupe 2.0 TDI S tronic design,Rawicz,Diesel,2017,129990,62000,2987,Audi,A5
Mercedes-Benz GLE Coupe 350 d 4-Matic,Lublin,Diesel,2017,190650,238000,1798,Mercedes-Benz,0
Toyota Prius (Hybrid) Comfort,Legionowo,Hybryda,2010,43900,219588,1498,Toyota,Prius+
Volkswagen Touran 1.5 TSI EVO Highline DSG,Suchy Las,Benzyna,2019,105000,96500,1591,Volkswagen,Touran
Kia Sportage,Gdynia,Benzyna,2020,85900,87792,1798,Kia,Sportage
Audi Q5 2.0 TFSI Quattro,Radom,Benzyna,2011,59900,225000,1560,Audi,Q5
Peugeot 208 1.6 BlueHDi Active,Brodnica,Diesel,2018,37000,72500,1591,Peugeot,208
Kia Sportage,Kobyłka,Benzyna,2020,87900,24000,2967,Kia,Sportage
Volkswagen Touareg,Katowice,Diesel,2019,245000,208000,1995,Volkswagen,Touareg
MINI Cooper SD Coupe,Piotrków Trybunalski,Diesel,2013,52000,169900,1995,MINI,0
BMW Seria 5 520d xDrive M Sport sport,Tarnowskie Góry,Diesel,2017,157440,128000,,BMW,Seria 5
Renault Laguna,Stęszew,Benzyna,2004,8900,102000,1783,Renault,Laguna
Volkswagen Jetta 1.4 TSI BMT Highline DSG,Legionowo,Benzyna,2019,70900,84177,1395,Volkswagen,Jetta
Jaguar F-Pace,Borkowo Kościelne,Diesel,2017,115900,151000,1999,Jaguar,F-Pace
Opel Movano,Sopot,Diesel,2020,112406,83121,2299,Opel,Movano
Peugeot 308 1.6 HDi Active,Dąbrowa Górnicza,Diesel,2014,33000,186000,1560,Peugeot,308
Opel Mokka,Chorzów,Benzyna,2017,72900,56186,1364,Opel,Mokka
Renault Zoe,Strzelce Krajeńskie,Elektryczny,2019,85000,16500,1498,Renault,0
Volkswagen ID.4,Łódź,Elektryczny,2021,244900,5363,1498,Volkswagen,0
Volkswagen Tiguan,Łódź,Benzyna,2021,138500,66434,1390,Volkswagen,Tiguan
Volkswagen T-Roc,Łódź,Benzyna,2022,125900,8350,1587,Volkswagen,T-Roc
Skoda Fabia 1.4 16V Joy,Olsztyn,Benzyna,2004,6300,223000,1968,Skoda,Fabia
Citroën Xsara Picasso,Stęszew,Benzyna,2007,9900,162000,1248,Citroën,Xsara
Skoda Superb 2.0 TDI L&K DSG,Piła,Diesel,2016,77500,165000,1598,Skoda,Superb
Hyundai i20 1.2 Classic +,Poznań,Benzyna,2009,18500,118234,2999,Hyundai,i20
Opel Astra 1.6 Edition Sport,Łopienno,Benzyna,2012,31700,125894,1496,Opel,Astra
Toyota Corolla,Konstancin-Jeziorna,Benzyna,2021,84900,22000,2492,Toyota,Corolla
Ford Transit Custom,Potworów,Diesel,2016,71500,297927,1968,Ford,Transit
Chevrolet Epica 2.5 Autom LT,Wólka Radzymińska,Benzyna,2008,12900,234000,1968,Chevrolet,Epica
Skoda Octavia 2.0 TDI RS,Tłuchowo,Diesel,2015,63900,100000,1591,Skoda,Octavia
Audi A4,Potoczek,Diesel,2013,55900,171000,1995,Audi,A4
Kia Sportage 1.6 GDI M 2WD,Białystok,Benzyna,2020,97900,20000,1798,Kia,Sportage
Ford Ranger 2.0 EcoBlue 4x4 DC Wildtrak,Piła,Diesel,2019,172000,59000,1598,Ford,Ranger
Toyota Corolla,Warszawa,Hybryda,2023,128900,5,1586,Toyota,Corolla
MINI Cooper Standard,Gdynia,Benzyna,2010,35000,90000,998,MINI,0
Suzuki SX4 S-Cross 1.6 Premium,Wołomin,Benzyna+LPG,2013,51900,128000,998,Suzuki,SX4
Citroën C1 1.0 Attraction,Nowy Sącz,Benzyna,2013,18990,153333,1498,Citroën,C1
Ford Grand C-MAX 1.0 EcoBoost Start-Stopp-System Titanium,Zebrzydowice,Benzyna,2015,42900,116000,1329,Ford,0
Honda HR-V 1.5 i-VTEC Elegance,Warszawa,Benzyna,2016,72500,94000,2393,Honda,HR-V
Toyota Yaris,Tomaszów Lubelski,Benzyna,2009,18700,150000,1582,Toyota,Yaris
Audi A6 2.4,Pruszcz Gdański,Benzyna,2006,24900,268000,,Audi,A6
Kia Ceed,Szczecin,Diesel,2017,35700,199000,,Kia,Ceed
Volkswagen T-Cross,Łódź,Benzyna,2019,99900,38462,999,Volkswagen,T-Cross
BMW Seria 3 320d xDrive Sport Line Shadow sport,Warszawa,Diesel,2019,148900,107000,1995,BMW,Seria 3
Toyota Auris,Bydgoszcz,Benzyna,2015,57900,104485,1197,Toyota,Auris
Kia Ceed,Rzeszów,Diesel,2017,34000,215000,1396,Kia,Ceed
Opel Astra 1.4 Turbo Sports Tourer,Łask,Benzyna,2013,35900,123000,1364,Opel,Astra
Mercedes-Benz Klasa E,Chorzów,Diesel,2017,144900,102828,1950,Mercedes-Benz,0
Kia Pro_cee'd ProCeed 1.6 CRDi GT Line,Grodzisk Mazowiecki,Diesel,2019,78900,197000,1598,Kia,0
Audi A4 Avant 1.9 TDI,Elbląg,Diesel,2005,19900,220000,1896,Audi,A4
Volkswagen Golf,Tworóg,Diesel,2012,26000,199045,1598,Volkswagen,Golf
Seat Leon 1.6 TDI Style S&S,Łódź,Diesel,2019,59900,118000,1499,Seat,Leon
Ford Focus 1.5 EcoBlue Start-Stopp-System TITANIUM,Nowa Ruda,Diesel,2016,43900,180000,1499,Ford,Focus
Ford Kuga 1.5 EcoBoost AWD Titanium ASS,Targowisko,Benzyna,2019,83500,107000,1242,Ford,Kuga
Fiat 500 1.2 Sport,Wadowice,Benzyna,2017,38900,147900,1364,Fiat,500
Opel Astra IV 1.4 T Cosmo,Warszawa,Benzyna+LPG,2015,41800,162016,1560,Opel,Astra
Citroën C4 HDi 110 FAP Style,Nowy Sącz,Diesel,2006,11990,247122,1968,Citroën,C4
Audi A4,Elbląg,Diesel,2007,20999,240000,1950,Audi,A4
Mercedes-Benz Klasa E 220 d 4-Matic Business Edition 9G-TRONIC,Chotomów,Diesel,2019,150000,114000,1499,Mercedes-Benz,0
BMW Seria 1 118i M Sport,Częstochowa,Benzyna,2023,150950,5000,1987,BMW,Seria 1
Toyota C-HR,Zawiercie,Hybryda,2019,125000,35000,2143,Toyota,C-HR
Mercedes-Benz Klasa V 250 d 4-Matic Avantgarde 7G-Tronic (d³ugi),Iłowa,Diesel,2018,220000,183000,1969,Mercedes-Benz,0
Volvo XC 60,Kobysewo,Diesel,2017,75900,198000,1150,Volvo,0
Chevrolet Kalos,Działdowo,Benzyna,2007,8650,92500,1329,Chevrolet,Kalos
Subaru Trezia 1.3i Active Edition,Rzeszów,Benzyna,2011,25900,197000,999,Subaru,Trezia
Fiat Panda,Częstochowa,Hybryda,2022,73600,78,1998,Fiat,Panda
Kia Sportage 2.0,Myślenice,Benzyna,1997,19900,198113,1995,Kia,Sportage
BMW Seria 5,Reda,Diesel,2014,21200,270000,1968,BMW,Seria 5
Seat Leon 2.0 TDI DPF Start&Stop FR,Łobez,Diesel,2016,63000,51000,1956,Seat,Leon
Opel Astra,Rybnik,Diesel,2013,32000,136400,1950,Opel,Astra
Mercedes-Benz Klasa E 220 d Coupe 9G-TRONIC AMG Line,Grodzisk Mazowiecki,Diesel,2018,187000,90000,1984,Mercedes-Benz,0
Audi Q5,Zielona Góra,Benzyna,2011,35900,217550,1364,Audi,Q5
Toyota Yaris,Jasło,Diesel,2008,16400,158000,,Toyota,Yaris
Audi Q5,Zielona Góra,Benzyna,2011,35900,217550,1984,Audi,Q5
Jaguar F-Pace 2.0 i4D AWD Prestige,Stargard Szczeciński,Diesel,2017,61900,114000,1999,Jaguar,F-Pace
Audi Q7 3.0 TDI DPF Quattro Tiptronic,Lublin,Diesel,2012,110000,167000,2967,Audi,Q7
Skoda Octavia 2.0 TDI Ambition,Chorzów,Diesel,2023,129398,1,1968,Skoda,Octavia
Opel Insignia 2.0 CDTI Elite S&S,Wrocław,Diesel,2017,80000,129491,1956,Opel,Insignia
Opel Meriva 1.4 T Cosmo,Ciechanów,Benzyna,2012,23999,202000,1364,Opel,Meriva
Opel Vivaro,Wrocław,Diesel,2013,32900,213865,1995,Opel,Vivaro
Volkswagen Caddy 2.0 TDI BMT (5-Si.),Zielona Góra,Diesel,2016,32900,114000,1968,Volkswagen,Caddy
Chevrolet Spark 1.2 LT,Ostrołęka,Benzyna,2011,19000,113000,1206,Chevrolet,Spark
Volkswagen Touareg 2.5 R5 TDI DPF Perfect,Kasina Wielka,Diesel,2004,23500,289700,2461,Volkswagen,Touareg
Skoda Superb,Gryfów Śląski,Diesel,2010,27500,260000,1968,Skoda,Superb
Porsche Cayenne Coupe Turbo,Stargard Szczeciński,Benzyna,2019,151900,80000,3996,Porsche,Cayenne
Volvo XC 60 B4 D AWD Ultimate Dark,Chorzów,Diesel,2023,240000,1,1969,Volvo,0
Opel Zafira 1.8 Elegance,Tomaszów Lubelski,Benzyna,2008,18700,199000,1796,Opel,Zafira
Toyota Celica 1.8 TS VVT-i Sol,Lublin,Benzyna,2004,23900,240000,1796,Toyota,Celica
Kia Stinger 2.0 T-GDI L,Pabianice,Benzyna,2019,102000,46000,1998,Kia,Stinger
Seat Leon 1.9 TDI DPF Comfort Limited,Pabianice,Diesel,2007,11500,255000,1896,Seat,Leon
Ford EDGE,Katowice,Diesel,2016,75000,132000,1997,Ford,0
BMW Seria 5 540d xDrive M Sport sport,Zambrów,Diesel,2019,239900,109000,2993,BMW,Seria 5
Skoda Karoq 1.5 TSI ACT Ambition,Łódź,Benzyna,2023,137100,5,1498,Skoda,Karoq
