marka,model,pojemnosc.skokowa.silnika,rodzaj.paliwa,rodzaj.pierwszego.paliwa.alternatywnego,data.pierwszej.rejestracji,data.pierwszej.rejestracji.w.kraju,data.ostatniej.rejestracji.w.kraju,data.wprowadzenia.danych,rejestracja.wojewodztwo,rejestracja.gmina,rejestracja.powiat,moc.netto.silnika,masa.wlasna,poziom.emisji.co2,srednie.zuzycie.paliwa,rok_produkcji
VOLKSWAGEN,POLO,999,BENZYNA,"",2019-08-27,2019-08-27,2023-06-28,"",POMORSKIE,MALBORK,MALBORSKI,70,1159,112,,2019
RENAULT,KOLEOS,1995,OLEJ NAPĘDOWY,"",2019-08-27,2019-08-27,2023-06-07,"",POMORSKIE,PRUSZCZ GDAŃSKI,GDAŃSKI,130,1784,171,,2019
VOLKSWAGEN,GOLF PLUS,1598,OLEJ NAPĘDOWY,"",2010-05-18,2019-08-27,2023-06-07,"",POMORSKIE,GDAŃSK,GDAŃSK,77,1446,,,2010
SKODA,KAROQ,1498,BENZYNA,"",2019-08-28,2019-08-28,2023-06-06,"",POMORSKIE,LĘBORK,LĘBORSKI,110,1421,159,7,2019
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2005-04-14,2019-08-28,2023-07-03,"",POMORSKIE,SZTUM,SZTUMSKI,103,1565,,,2005
FORD,S-MAX,1753,OLEJ NAPĘDOWY,"",2006-06-27,2019-08-28,2023-07-03,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,92,1744,,,2006
SKODA,FABIA,1390,BENZYNA,"",2004-06-12,2019-08-28,2023-06-22,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,55,1212,,,2002
HYUNDAI,SANTA FE,1995,OLEJ NAPĘDOWY,"",2019-08-28,2019-08-28,2023-06-29,"",POMORSKIE,GDAŃSK,GDAŃSK,136,1967,162,,2018
OPEL,ASTRA SPORTS TOURER,1598,OLEJ NAPĘDOWY,"",2019-08-29,2019-08-29,2023-07-06,"",POMORSKIE,GDAŃSK,GDAŃSK,81,1362,127,,2019
SEAT,ALTEA,1896,OLEJ NAPĘDOWY,"",2008-05-29,2019-08-29,2023-06-20,"",POMORSKIE,SŁUPSK,SŁUPSK,77,1480,,,2008
OPEL,ASTRA,1399,BENZYNA,"",2019-08-29,2019-08-29,2023-06-27,"",POMORSKIE,GDAŃSK,GDAŃSK,110,1264,149,,2019
OPEL,CORSA-E,1398,BENZYNA,"",2019-08-29,2019-08-29,2023-07-06,"",POMORSKIE,GDAŃSK,GDAŃSK,66,1130,145,,2019
VOLKSWAGEN,CADDY,1595,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2005-06-23,2019-08-30,2023-06-14,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,75,1436,,,2005
FORD,FOCUS,1560,OLEJ NAPĘDOWY,"",2007-07-03,2019-09-02,2023-06-26,"",POMORSKIE,BYTÓW,BYTOWSKI,80,1391,,,2007
BMW,520D XDRIVE,1995,OLEJ NAPĘDOWY,"",2016-05-03,2019-09-03,2023-06-27,"",POMORSKIE,KWIDZYN,KWIDZYŃSKI,140,1805,,,2016
BMW,X5,2979,BENZYNA,"",2005-01-31,2019-09-03,2023-06-02,"",POMORSKIE,GDYNIA,GDYNIA,170,2095,,,2004
VOLKSWAGEN,NEW BEETLE,1595,BENZYNA,"",2001-08-02,2019-09-04,2023-06-27,"",POMORSKIE,KARTUZY,KARTUSKI,75,1278,,,2001
AUDI,A4,1984,BENZYNA,"",2001-07-17,2019-09-05,2023-06-26,"",POMORSKIE,TCZEW,TCZEWSKI,96,1420,,,2001
BMW,320I XDRIVE,1998,BENZYNA,"",2019-09-05,2019-09-05,2023-07-03,"",POMORSKIE,KARTUZY,KARTUSKI,135,1540,148,,2019
OPEL,ASTRA,1910,OLEJ NAPĘDOWY,"",2007-10-25,2019-09-05,2023-06-19,"",POMORSKIE,GDYNIA,GDYNIA,110,1613,,,2007
CITROEN,C3 PICASSO,1560,OLEJ NAPĘDOWY,"",2011-05-17,2019-09-06,2023-06-06,"",POMORSKIE,GDAŃSK,GDAŃSK,68,1277,,,2011
SKODA,FABIA,999,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2019-09-06,2019-09-06,2023-07-07,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,44,1052,,,2019
VOLKSWAGEN,TOUAREG,2461,OLEJ NAPĘDOWY,"",2004-06-30,2019-09-09,2023-07-07,"",POMORSKIE,KARTUZY,KARTUSKI,128,2284,,,2004
DAIHATSU,SIRION,998,BENZYNA,"",2005-04-11,2019-09-09,2023-06-06,"",POMORSKIE,GDAŃSK,GDAŃSK,51,965,,,2005
TOYOTA,COROLLA,1364,OLEJ NAPĘDOWY,"",2005-07-14,2019-09-09,2023-06-01,"",POMORSKIE,GDAŃSK,GDAŃSK,66,1270,,,2005
VOLKSWAGEN,T-CROSS,999,BENZYNA,"",2019-09-09,2019-09-09,2023-06-22,"",POMORSKIE,GDYNIA,GDYNIA,85,1284,127,,2019
OPEL,ASTRA,1686,OLEJ NAPĘDOWY,"",2010-10-22,2019-09-10,2023-06-21,"",POMORSKIE,CHOJNICE,CHOJNICKI,81,1550,,,2010
OPEL,ZAFIRA,1796,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2000-05-23,2019-09-11,2023-06-16,"",POMORSKIE,GDAŃSK,GDAŃSK,85,1395,,,2000
AUDI,A3 QUATTRO,3189,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2005-03-22,2019-09-11,2023-06-01,"",POMORSKIE,PUCK,PUCKI,184,1695,,,2005
FORD,ESCAPE,1596,BENZYNA,"",2014-01-01,2019-09-11,2023-06-29,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,132,1588,,,2014
CHEVROLET,AVEO,1399,BENZYNA,"",2005-09-28,2019-09-12,2023-06-07,"",POMORSKIE,TCZEW,TCZEWSKI,69,1135,,,2005
VOLKSWAGEN,NEW BEETLE,1896,OLEJ NAPĘDOWY,"",2004-06-07,2019-09-12,2023-06-06,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,74,1425,,,2004
MERCEDES-BENZ,CLS 350,2987,OLEJ NAPĘDOWY,"",2011-05-31,2019-09-13,2023-06-15,"",POMORSKIE,SŁUPSK,SŁUPSK,195,1815,,,2011
SKODA,OCTAVIA,1498,BENZYNA,"",2019-09-13,2019-09-13,2023-06-28,"",POMORSKIE,GDAŃSK,GDAŃSK,110,1272,129,,2019
FORD,FOCUS,999,BENZYNA,"",2019-09-13,2019-09-13,2023-06-28,"",POMORSKIE,GDAŃSK,GDAŃSK,92,1289,123,,2019
BMW,X3 2.0D,1995,OLEJ NAPĘDOWY,"",2006-04-21,2019-09-16,2023-06-06,"",POMORSKIE,CHOJNICE,CHOJNICKI,110,1820,,,2006
ALFA ROMEO,159,1910,OLEJ NAPĘDOWY,"",2006-04-13,2019-09-16,2023-06-05,"",POMORSKIE,SŁUPSK,SŁUPSK,110,1610,,,2006
BMW,118D,1995,OLEJ NAPĘDOWY,"",2007-08-08,2019-09-16,2023-07-05,"",POMORSKIE,KARTUZY,KARTUSKI,105,1310,,,2007
JEEP,GRAND CHEROKEE,2987,OLEJ NAPĘDOWY,"",2006-10-19,2019-09-17,2023-07-04,"",POMORSKIE,CHOJNICE,CHOJNICKI,160,2210,,,2006
VOLKSWAGEN,POLO,1198,BENZYNA,"",2002-03-07,2019-09-17,2023-07-06,"",POMORSKIE,SŁUPSK,SŁUPSK,47,1083,,,2002
TOYOTA,RAV4,1987,BENZYNA,"",2019-09-17,2019-09-17,2023-06-19,"",POMORSKIE,TCZEW,TCZEWSKI,129,1500,,,2019
SKODA,SUPERB,1968,OLEJ NAPĘDOWY,"",2019-09-18,2019-09-18,2023-06-02,"",POMORSKIE,PUCK,PUCKI,140,1677,165,,2019
RENAULT,TWINGO,999,BENZYNA,NIE DOTYCZY,2015-04-27,2019-09-19,2023-06-12,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,52,939,,,2014
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2019-09-19,2019-09-19,2023-06-19,"",POMORSKIE,SŁUPSK,SŁUPSK,110,1589,,,2019
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2009-04-07,2019-09-20,2023-06-06,"",POMORSKIE,LĘBORK,LĘBORSKI,105,1535,,,2009
OPEL,INSIGNIA,1998,BENZYNA,"",2010-03-24,2019-09-20,2023-06-16,"",POMORSKIE,GDYNIA,GDYNIA,162,1785,,,2010
FORD,S-MAX,1997,OLEJ NAPĘDOWY,"",2010-10-21,2019-09-21,2023-06-06,"",POMORSKIE,GDAŃSK,GDAŃSK,120,1690,,,2010
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2003-03-12,2019-09-23,2023-06-20,"",POMORSKIE,CZŁUCHÓW,CZŁUCHOWSKI,55,1268,,,2003
CITROEN,C4,1560,OLEJ NAPĘDOWY,"",2007-07-20,2019-09-24,2023-07-06,"",POMORSKIE,LĘBORK,LĘBORSKI,80,1354,,,2007
OPEL,COMBO LIFE,1499,OLEJ NAPĘDOWY,"",2019-09-24,2019-09-24,2023-06-19,"",POMORSKIE,GDYNIA,GDYNIA,75,1554,145,,2019
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2010-08-19,2019-09-24,2023-06-09,"",POMORSKIE,GDAŃSK,GDAŃSK,90,1290,,,2009
SKODA,KAMIQ,999,BENZYNA,"",2019-09-24,2019-09-24,2023-06-02,"",POMORSKIE,LĘBORK,LĘBORSKI,85,1213,118,,2019
DACIA,DUSTER,1332,BENZYNA,"",2019-09-25,2019-09-25,2023-06-28,"",POMORSKIE,GDAŃSK,GDAŃSK,96,1289,153,,2019
SKODA,SCALA,999,BENZYNA,"",2019-09-27,2019-09-27,2023-06-22,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,85,1182,,,2019
AUDI,A4,1968,OLEJ NAPĘDOWY,NIE DOTYCZY,2005-12-08,2019-09-27,2023-06-28,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,103,1565,,,2005
JEEP,GRAND CHEROKEE,2987,OLEJ NAPĘDOWY,"",2015-08-28,2019-09-27,2023-06-30,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,184,2403,,,2015
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2019-09-30,2019-09-30,2023-06-23,"",POMORSKIE,GDAŃSK,GDAŃSK,85,1342,113,,2019
HYUNDAI,IX35,1995,OLEJ NAPĘDOWY,"",2010-06-29,2019-10-01,2023-07-05,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,100,1610,,,2010
BMW,320XD,1995,OLEJ NAPĘDOWY,"",2013-05-29,2019-10-01,2023-06-12,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,135,1605,,,2013
SKODA,FABIA,999,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2019-10-01,2019-10-01,2023-06-26,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,55,1053,120,,2019
VOLKSWAGEN,POLO,1198,BENZYNA,NIE DOTYCZY,2002-09-10,2019-10-02,2023-06-20,"",POMORSKIE,LĘBORK,LĘBORSKI,47,1157,,,2002
AUDI,A4,1595,BENZYNA,"",1999-06-17,2019-10-03,2023-06-05,"",POMORSKIE,MALBORK,MALBORSKI,74,1275,,,1999
SEAT,ALTEA,1598,OLEJ NAPĘDOWY,"",2010-08-05,2019-10-03,2023-07-07,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,77,1500,,,2010
RENAULT,GRAND SCENIC,1870,OLEJ NAPĘDOWY,"",2006-10-23,2019-10-07,2023-07-04,"",POMORSKIE,SŁUPSK,SŁUPSK,96,1575,,,2006
BMW,520D,1995,OLEJ NAPĘDOWY,"",2011-05-26,2019-10-07,2023-06-01,"",POMORSKIE,KARTUZY,KARTUSKI,135,1695,,,2011
MITSUBISHI,OUTLANDER,1998,BENZYNA,"",2019-10-07,2019-10-07,2023-07-06,"",POMORSKIE,GDAŃSK,GDAŃSK,110,1510,169,,2019
BMW,320,1995,OLEJ NAPĘDOWY,"",2008-07-29,2019-10-07,2023-06-19,"",POMORSKIE,MALBORK,MALBORSKI,130,1580,,,2008
OPEL,MERIVA,1598,BENZYNA,"",2019-10-08,2019-10-08,2023-06-22,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,64,1350,,,2004
MERCEDES-BENZ,C 220 CDI,2143,OLEJ NAPĘDOWY,"",2010-12-15,2019-10-08,2023-06-05,"",POMORSKIE,BYTÓW,BYTOWSKI,125,1610,,,2010
SKODA,SUPERB,1968,OLEJ NAPĘDOWY,"",2019-10-08,2019-10-08,2023-06-16,"",POMORSKIE,GDAŃSK,GDAŃSK,140,1590,136,,2019
PEUGEOT,308,1560,OLEJ NAPĘDOWY,"",2016-02-04,2019-10-09,2023-06-21,"",POMORSKIE,GDAŃSK,GDAŃSK,73,1235,,,2014
SUZUKI,GRAND VITARA,1870,OLEJ NAPĘDOWY,"",2006-10-12,2019-10-09,2023-06-28,"",POMORSKIE,KWIDZYN,KWIDZYŃSKI,95,1665,,,2006
TOYOTA,COROLLA,1598,BENZYNA,"",2019-10-10,2019-10-10,2023-06-14,"",POMORSKIE,GDYNIA,GDYNIA,97,1323,138,,2019
SKODA,KODIAQ,1984,BENZYNA,"",2019-10-10,2019-10-10,2023-06-02,"",POMORSKIE,GDYNIA,GDYNIA,140,1731,196,,2019
VOLKSWAGEN,PASSAT,1896,OLEJ NAPĘDOWY,"",2008-01-22,2019-10-10,2023-07-06,"",POMORSKIE,SŁUPSK,SŁUPSK,77,1560,,,2007
VOLKSWAGEN,POLO,1422,OLEJ NAPĘDOWY,NIE DOTYCZY,2005-06-29,2019-10-11,2023-06-05,"",POMORSKIE,SŁUPSK,SŁUPSK,55,1245,,,2004
TOYOTA,RAV4,2487,BENZYNA,ENERGIA ELEKTRYCZNA,2019-10-11,2019-10-11,2023-06-30,"",POMORSKIE,GDAŃSK,GDAŃSK,131,1663,101,,2019
HYUNDAI,I30,998,BENZYNA,"",2019-10-11,2019-10-11,2023-06-28,"",POMORSKIE,SŁUPSK,SŁUPSK,,1301,119,,2019
SEAT,LEON,1781,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2002-07-18,2019-10-11,2023-06-20,"",POMORSKIE,GDAŃSK,GDAŃSK,132,1364,,,2002
"",G37X,3696,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2012-01-01,2019-10-14,2023-07-05,"",POMORSKIE,PRUSZCZ GDAŃSKI,GDAŃSKI,243,1624,,,2012
OPEL,ZAFIRA TOURER,1362,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2013-06-20,2019-10-15,2023-06-28,"",POMORSKIE,CHOJNICE,CHOJNICKI,103,1733,,,2013
VOLKSWAGEN,GOLF,1197,BENZYNA,"",2014-06-13,2019-10-15,2023-07-03,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,77,1222,117,5,2014
VOLKSWAGEN,GOLF,1595,BENZYNA,"",1998-08-04,2019-10-16,2023-06-27,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,74,1230,,,1998
SEAT,ALTEA,1595,BENZYNA,"",2005-02-14,2019-10-16,2023-06-27,"",POMORSKIE,KWIDZYN,KWIDZYŃSKI,75,1395,,,2005
AUDI,A7,2967,OLEJ NAPĘDOWY,"",2013-01-09,2019-10-16,2023-06-02,"",POMORSKIE,PRUSZCZ GDAŃSKI,GDAŃSKI,150,1770,,,2012
MERCEDES-BENZ,C 400 4MATIC,2996,BENZYNA,"",2015-01-01,2019-10-16,2023-06-12,"",POMORSKIE,PRUSZCZ GDAŃSKI,GDAŃSKI,269,1490,,,2015
TOYOTA,CAMRY,2487,BENZYNA,"",2019-10-17,2019-10-17,2023-06-06,"",POMORSKIE,GDAŃSK,GDAŃSK,131,1643,100,,2019
CITROEN,C2,1360,BENZYNA,"",2007-07-04,2019-10-17,2023-06-22,"",POMORSKIE,MALBORK,MALBORSKI,54,1065,,,2007
VOLKSWAGEN,GOLF,1598,OLEJ NAPĘDOWY,"",2013-08-15,2019-10-17,2023-06-20,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,77,1321,,,2013
AUDI,A6,2967,OLEJ NAPĘDOWY,NIE DOTYCZY,2004-11-04,2019-10-17,2023-06-09,"",POMORSKIE,GDYNIA,GDYNIA,165,1840,,,2004
FIAT,CROMA,2198,BENZYNA,"",2006-01-04,2019-10-18,2023-06-05,"",POMORSKIE,KARTUZY,KARTUSKI,108,1585,,,2005
MAZDA,6,1998,BENZYNA,"",2019-10-21,2019-10-21,2023-06-28,"",POMORSKIE,LĘBORK,LĘBORSKI,121,1481,159,7,2019
BMW,520D,1995,OLEJ NAPĘDOWY,"",2019-10-21,2019-10-21,2023-06-30,"",POMORSKIE,GDAŃSK,GDAŃSK,140,1595,121,,2019
BMW,X5 3.0D,2926,OLEJ NAPĘDOWY,"",2001-09-19,2019-10-21,2023-06-09,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,135,2190,,,2001
HYUNDAI,GETZ,1341,BENZYNA,"",2005-09-22,2019-10-21,2023-06-05,"",POMORSKIE,CZŁUCHÓW,CZŁUCHOWSKI,63,1072,,,2005
HYUNDAI,I30,1396,BENZYNA,NIE DOTYCZY,2009-09-01,2019-10-21,2023-06-22,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,80,1268,,,2009
RENAULT,MEGANE,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2011-02-16,2019-10-22,2023-07-03,"",POMORSKIE,GDAŃSK,GDAŃSK,81,1290,,,2011
FIAT,PUNTO,1910,OLEJ NAPĘDOWY,"",2007-10-24,2019-10-24,2023-06-21,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,96,1280,,,2007
SKODA,KODIAQ,1968,OLEJ NAPĘDOWY,"",2019-10-24,2019-10-24,2023-06-16,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,140,1806,183,7,2019
MERCEDES-BENZ,GLA 200,1595,BENZYNA,"",2019-10-24,2019-10-24,2023-06-26,"",POMORSKIE,GDAŃSK,GDAŃSK,115,1390,142,,2019
FORD,MONDEO,1798,BENZYNA,"",2004-09-15,2019-10-24,2023-06-13,"",POMORSKIE,GDYNIA,GDYNIA,92,1375,,,2004
MERCEDES-BENZ,GL 320,2987,OLEJ NAPĘDOWY,"",2009-06-30,2019-10-25,2023-06-22,"",POMORSKIE,CHOJNICE,CHOJNICKI,165,2430,,,2009
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2009-07-13,2019-10-25,2023-06-12,"",POMORSKIE,TCZEW,TCZEWSKI,90,1290,,,2009
VOLKSWAGEN,TIGUAN,1498,BENZYNA,"",2019-10-29,2019-10-29,2023-06-19,"",POMORSKIE,SŁUPSK,SŁUPSK,110,1560,150,,2019
MAZDA,CX-3,1998,BENZYNA,"",2019-10-29,2019-10-29,2023-06-09,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,89,1217,161,,2019
VOLVO,XC60,1969,OLEJ NAPĘDOWY,"",2019-10-30,2019-10-30,2023-07-04,"",POMORSKIE,SŁUPSK,SŁUPSK,173,1940,159,6,2019
BMW,525D,1955,OLEJ NAPĘDOWY,"",2012-03-29,2019-10-31,2023-06-09,"",POMORSKIE,KARTUZY,KARTUSKI,160,1725,,,2012
OPEL,ASTRA,1910,OLEJ NAPĘDOWY,"",2006-11-10,2019-10-31,2023-06-16,"",POMORSKIE,CHOJNICE,CHOJNICKI,74,1435,,,2006
PEUGEOT,308,1598,BENZYNA,"",2011-05-25,2019-11-04,2023-06-27,"",POMORSKIE,GDYNIA,GDYNIA,115,1636,,,2011
AUDI,A6,1968,OLEJ NAPĘDOWY,"",2007-08-23,2019-11-05,2023-06-07,"",POMORSKIE,PRUSZCZ GDAŃSKI,GDAŃSKI,103,1640,,,2007
AUDI,A3,1968,OLEJ NAPĘDOWY,ETANOL,2003-11-03,2019-11-06,2023-07-04,"",POMORSKIE,KARTUZY,KARTUSKI,103,1415,,,2003
SKODA,KODIAQ,1984,BENZYNA,"",2019-11-06,2019-11-06,2023-06-23,"",POMORSKIE,SŁUPSK,SŁUPSK,140,1636,196,,2019
RENAULT,CLIO,898,BENZYNA,"",2019-11-06,2019-11-06,2023-06-23,"",POMORSKIE,GDAŃSK,GDAŃSK,66,1132,130,,2019
BMW,X7 M50D,2993,OLEJ NAPĘDOWY,"",2019-11-06,2019-11-06,2023-06-07,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,294,2460,185,7,2019
SKODA,FABIA,999,BENZYNA,"",2019-11-06,2019-11-06,2023-06-05,"",POMORSKIE,GDYNIA,GDYNIA,70,1091,117,,2019
AUDI,A4,1968,OLEJ NAPĘDOWY,"",2006-09-22,2019-11-06,2023-06-30,"",POMORSKIE,PUCK,PUCKI,103,1605,,,2006
SKODA,FABIA,999,BENZYNA,"",2019-11-07,2019-11-07,2023-06-15,"",POMORSKIE,GDAŃSK,GDAŃSK,70,1091,117,,2019
MERCEDES-BENZ,C 180,1497,BENZYNA,"",2019-11-07,2019-11-07,2023-06-02,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,115,1475,154,,2019
KIA,CEED,1353,BENZYNA,"",2019-11-08,2019-11-08,2023-07-03,"",POMORSKIE,GDAŃSK,GDAŃSK,103,1307,125,,2019
CHRYSLER,TOWN AND COUNTRY,3605,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2012-01-01,2019-11-08,2023-06-09,"",POMORSKIE,SŁUPSK,SŁUPSK,211,2115,,,2012
SKODA,FABIA,999,BENZYNA,"",2019-11-12,2019-11-12,2023-07-05,"",POMORSKIE,GDAŃSK,GDAŃSK,70,1087,115,,2019
SKODA,FABIA,999,BENZYNA,"",2019-11-12,2019-11-12,2023-06-14,"",POMORSKIE,GDAŃSK,GDAŃSK,70,1087,115,,2019
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2004-04-26,2019-11-12,2023-07-04,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,55,1264,,,2004
VOLKSWAGEN,SCIROCCO,1968,OLEJ NAPĘDOWY,"",2011-08-22,2019-11-13,2023-06-19,"",POMORSKIE,GDAŃSK,GDAŃSK,103,1379,,,2011
KIA,CEED,1353,BENZYNA,"",2019-11-13,2019-11-13,2023-07-04,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,103,1277,130,,2019
MAZDA,CX-3,1998,BENZYNA,"",2019-11-13,2019-11-13,2023-06-01,"",POMORSKIE,SŁUPSK,SŁUPSK,89,1213,140,,2019
VOLKSWAGEN,GOLF PLUS,1968,OLEJ NAPĘDOWY,"",2007-11-15,2019-11-15,2023-06-09,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,103,1501,,,2007
VOLKSWAGEN,POLO,1198,BENZYNA,"",2002-03-01,2019-11-15,2023-06-29,"",POMORSKIE,CHOJNICE,CHOJNICKI,47,1083,,,2001
VOLKSWAGEN,TOURAN,1968,OLEJ NAPĘDOWY,"",2015-03-30,2019-11-15,2023-06-14,"",POMORSKIE,GDYNIA,GDYNIA,103,1641,,,2015
AUDI,A3 SPORTBACK,1968,OLEJ NAPĘDOWY,"",2012-05-07,2019-11-18,2023-06-02,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,125,1450,,,2012
SEAT,IBIZA,1198,BENZYNA,"",2003-07-22,2019-11-19,2023-07-06,"",POMORSKIE,CHOJNICE,CHOJNICKI,47,1113,,,2003
AUDI,A4,1984,BENZYNA,"",2002-06-27,2019-11-19,2023-06-27,"",POMORSKIE,TCZEW,TCZEWSKI,96,1440,,,2002
BMW,X3 XDRIVE20D,1995,OLEJ NAPĘDOWY,"",2019-11-19,2019-11-19,2023-06-13,"",POMORSKIE,KARTUZY,KARTUSKI,140,1770,131,,2019
AUDI,A4,1896,OLEJ NAPĘDOWY,NIE DOTYCZY,2002-07-25,2019-11-19,2023-06-05,"",POMORSKIE,KARTUZY,KARTUSKI,96,1535,,,2002
VOLKSWAGEN,TOURAN,1896,OLEJ NAPĘDOWY,"",2008-03-25,2019-11-19,2023-07-06,"",POMORSKIE,BYTÓW,BYTOWSKI,77,1585,,,2008
VOLVO,XC60,1969,BENZYNA,"",2019-11-21,2019-11-21,2023-06-07,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,140,1796,189,,2019
CITROEN,C3 PLURIEL,1360,BENZYNA,"",2007-07-20,2019-11-21,2023-06-14,"",POMORSKIE,GDAŃSK,GDAŃSK,54,1263,,,2007
SKODA,SUPERB,1896,OLEJ NAPĘDOWY,"",2008-11-11,2019-11-21,2023-06-26,"",POMORSKIE,LĘBORK,LĘBORSKI,77,1601,,,2008
NISSAN,QASHQAI,1749,OLEJ NAPĘDOWY,"",2019-11-21,2019-11-21,2023-06-05,"",POMORSKIE,STAROGARD GDAŃSKI,STAROGARDZKI,110,1533,156,,2019
MERCEDES-BENZ,124,2497,OLEJ NAPĘDOWY,"",1992-01-01,2019-11-21,2023-06-23,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,93,1495,,,1992
PEUGEOT,508,1598,BENZYNA,"",2019-11-21,2019-11-21,2023-06-20,"",POMORSKIE,MALBORK,MALBORSKI,133,1430,152,,2019
VOLVO,C30,1560,OLEJ NAPĘDOWY,"",2012-08-11,2019-11-21,2023-06-28,"",POMORSKIE,NOWY DWÓR GDAŃSKI,NOWODWORSKI,84,1425,,,2012
OPEL,COMBO-C,1248,OLEJ NAPĘDOWY,"",2009-05-26,2019-11-25,2023-06-27,"",POMORSKIE,BYTÓW,BYTOWSKI,55,1325,,,2009
MINI,ONE,1598,BENZYNA,"",2002-05-31,2019-11-25,2023-06-09,"",POMORSKIE,WEJHEROWO,WEJHEROWSKI,66,1115,,,2002
VOLKSWAGEN,TOUAREG,2995,BENZYNA,"",2019-11-26,2019-11-26,2023-06-27,"",POMORSKIE,GDAŃSK,GDAŃSK,250,2134,200,,2019
VOLKSWAGEN,TOUAREG,2995,BENZYNA,"",2019-11-26,2019-11-26,2023-07-05,"",POMORSKIE,GDAŃSK,GDAŃSK,250,2134,200,,2019
MERCEDES-BENZ,GLE 450 4MATIC,2999,BENZYNA,ENERGIA ELEKTRYCZNA,2019-11-27,2019-11-27,2023-06-15,"",POMORSKIE,GDAŃSK,GDAŃSK,270,2255,189,,2019
SUZUKI,VITARA,1373,BENZYNA,"",2019-11-27,2019-11-27,2023-06-22,"",POMORSKIE,GDYNIA,GDYNIA,103,1217,131,,2019
CITROEN,C5 AIRCROSS,1598,BENZYNA,"",2019-11-28,2019-11-28,2023-06-09,"",POMORSKIE,GDAŃSK,GDAŃSK,133,1430,161,,2019
ALFA ROMEO,STELVIO,1995,BENZYNA,"",2019-11-28,2019-11-28,2023-07-07,"",POMORSKIE,SOPOT,SOPOT,206,1660,202,9,2019
VOLVO,C30,1997,OLEJ NAPĘDOWY,"",2007-03-28,2019-11-28,2023-06-15,"",POMORSKIE,MALBORK,MALBORSKI,100,1421,,,2007
RENAULT,KADJAR,1332,BENZYNA,"",2019-11-29,2019-11-29,2023-06-29,"",POMORSKIE,GDYNIA,GDYNIA,103,1349,145,,2019
ALFA ROMEO,MITO,1368,BENZYNA,"",2008-12-18,2019-11-29,2023-06-20,"",POMORSKIE,KOŚCIERZYNA,KOŚCIERSKI,114,1220,,,2008
NISSAN,QASHQAI,1332,BENZYNA,"",2019-11-29,2019-11-29,2023-06-21,"",POMORSKIE,CHOJNICE,CHOJNICKI,117,1315,,,2019
